id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
14136030;Nature's hidden temptation;10078285;Click And Rent Edinburgh;;Deans Village;55.95247;-3.21628;Entire home/apt;250;3;170;25/08/2022;2.28;16;101;32;
14138296;Lovely Flat at the Heart of The Royal Mile;10078285;Click And Rent Edinburgh;;Old Town, Princes Street and Leith Street;55.94976;-3.19313;Entire home/apt;148;2;279;29/08/2022;3.76;16;101;46;
14139242;2 bedroom apartment near city centre;85342567;Tristan;;Balgreen and Roseburn;55.94531;-3.23505;Entire home/apt;143;7;18;22/07/2022;0.24;1;0;1;
14147559;Edinburgh apartment close to the sea;45497903;Judy;;Joppa;55.95161;-3.1089;Entire home/apt;50;30;9;31/08/2022;0.15;3;24;4;
14158802;2 Bedroom City Centre Apartment that Sleeps 4;49879455;Ian;;Tollcross;55.942711;-3.203972;Entire home/apt;205;2;42;28/08/2022;0.57;1;0;17;
14159777;Spacious Double Room with Sea View;85620897;Michael;;North Leith and Newhaven;55.97962;-3.19718;Private room;60;2;29;29/08/2022;0.39;1;341;5;
14163424;Light. spacious. double room off Leith walk.;8526193;Dylan;;Easter Road and Hawkhill Avenue;55.96428;-3.17395;Private room;52;2;80;26/08/2022;1.08;1;257;21;
14163979;Double room in handy location;30798955;Bozena;;Restalrig (Loganlea) and Craigentinny West;55.9618;-3.14892;Private room;45;2;10;27/05/2019;0.13;2;70;0;
14166064;City Centre + Free Parking* - The Quartermile;85708631;Hilda;;Meadows and Southside;55.94457;-3.19198;Entire home/apt;159;2;5;27/08/2016;0.07;1;0;0;
14170200;A bright basement bedroom. 1 of 2;30134582;Donna;;Trinity;55.97381;-3.2044;Private room;54;2;24;29/08/2022;0.33;2;67;8;
14172321;This is it!  Privacy in a lovely Edinburgh house.;77271667;Verity;;Bonnington;55.97331;-3.18895;Private room;60;2;75;12/12/2021;1.01;1;0;5;
14175002;Luxury Georgian apartment in the City Centre;85245229;Derek;;New Town West;55.95731;-3.20208;Entire home/apt;168;3;135;01/09/2022;1.83;1;89;24;
14178846;1820s Georgian Period Apartment. Kingsize Bed;19221793;Alex;;Hillside and Calton Hill;55.95994;-3.18169;Private room;131;2;181;15/08/2022;2.44;2;86;2;
14181254;Large artistic flat in city centre;6153948;Ruaraidh;;Old Town, Princes Street and Leith Street;55.95666;-3.19138;Entire home/apt;207;3;227;28/08/2022;3.04;1;139;33;
14181432;Central & Cosy 2 Bed Near Pleasance;11286104;Murray;;Canongate, Southside and Dumbiedykes;55.94604;-3.18372;Entire home/apt;90;5;192;28/08/2022;2.58;1;27;12;
14200256;Explore Edinburgh from a Central Flat with Spectacular Views;76796769;Emily;;Canongate, Southside and Dumbiedykes;55.94859;-3.17895;Entire home/apt;152;3;302;01/09/2022;4.06;1;159;61;
14202041;Lauriston Park;86166369;Jing;;Tollcross;55.945;-3.20167;Entire home/apt;450;2;83;28/08/2022;1.11;2;126;63;
14209256;1-Bed Home on Charming St Stephen Street;18034201;Andrew Noel;;Stockbridge;55.95884;-3.2054;Entire home/apt;111;2;100;13/08/2022;1.35;1;174;8;
14210495;Large Double Bedroom - clean. comfy & central;9422989;John;;Old Town, Princes Street and Leith Street;55.95691;-3.18959;Private room;64;5;152;19/08/2022;2.05;1;0;2;
14210863;Homely flat in Leith. Edinburgh;8219318;Hannah;;Great Junction Street;55.9736;-3.17199;Entire home/apt;84;4;8;01/01/2020;0.13;1;0;0;
14212318;The Castle View on the Grassmarket;14363043;Taiba;;Old Town, Princes Street and Leith Street;55.94696;-3.19713;Entire home/apt;119;3;442;05/09/2022;5.98;2;290;75;
14219540;Modern City Centre - 1 Bedroom Entire Apartment;85627691;Rod;;Dalry and Fountainbridge;55.94186;-3.21137;Entire home/apt;120;2;6;04/09/2022;6;1;316;6;
14225280;Beautiful Duplex Apartment in Art Deco Building;18585079;Ro;;Tollcross;55.94665;-3.20522;Entire home/apt;170;5;101;20/08/2022;1.37;1;0;21;
14235666;Cosy apartment in the heart of old town;67863557;Inger Lise;;Old Town, Princes Street and Leith Street;55.94742;-3.19528;Entire home/apt;131;3;51;30/08/2022;0.69;7;0;3;
14245346;Cosy double bedroom in spacious townhouse;82096899;Iwona;;Craigmillar;55.93149;-3.14205;Private room;31;1;59;10/09/2022;0.8;1;126;17;
14245519;Beautiful New Town flat;86682456;Annabel;;Canonmills and New Town North;55.95883;-3.20167;Entire home/apt;200;14;0;;;1;0;0;
14248940;Edinburgh Festival Large 2 bedroom flat Newington;36820731;Joanne;;The Grange;55.93408;-3.17873;Entire home/apt;130;3;21;29/08/2022;0.28;1;42;11;
14251291;The Summer House;86751107;Nicky;;Merchiston and Greenhill;55.93301;-3.20534;Entire home/apt;65;2;245;01/09/2022;3.29;1;104;59;
14265382;Quiet Edinburgh  centre apartment;65554151;Ed;;Gorgie East;55.94115;-3.22575;Entire home/apt;64;2;42;03/04/2020;0.57;1;0;0;
14266155;Beautiful Edinburgh Flat with 2 Double Bedrooms;24826274;Giuseppe;;New Town East and Gayfield;55.96093;-3.1854;Entire home/apt;166;2;19;18/06/2022;0.26;1;362;1;
14271546;Bright double bedroom in modern apartment.;39502751;Jennifer;;Gorgie West;55.93637;-3.2448;Private room;49;2;77;11/09/2022;1.04;1;154;38;
14274212;Double room in central flat. close to airport tram;5466541;Paula;;Old Town, Princes Street and Leith Street;55.95752;-3.18592;Private room;53;1;91;09/02/2020;1.23;1;2;0;
14279139;A bright basement bedroom. 2 of 2;30134582;Donna;;Trinity;55.97392;-3.20574;Private room;59;2;12;29/08/2022;0.17;2;11;5;
14285471;Spacious triple ensuite-breakfast & free parking;87188240;Katrina;;Moredun and Craigour;55.91151;-3.14103;Private room;66;2;154;12/09/2022;2.07;1;337;41;
14288055;Beautiful House - Great location!;87213523;Jay;;Longstone and Saughton;55.92384;-3.25581;Private room;50;7;1;10/08/2016;0.01;1;364;0;
14293998;Perfectly located Private room in Edinburgh;87278491;Richard;;Hillside and Calton Hill;55.95955;-3.18048;Entire home/apt;80;2;43;12/09/2022;0.62;1;99;14;
14295198;Large double close to Holyrood Park & Royal Mile;13256466;Kellie;;Meadowbank and Abbeyhill North;55.95549;-3.15438;Private room;104;2;24;29/08/2022;0.32;1;0;2;
14296294;Lovely bright room in a period property.;80944600;Pamela;;Trinity East and The Dudleys;55.97233;-3.2013;Private room;48;1;96;01/12/2019;1.3;2;105;0;
14307262;ALTIDO Boutique 1bed Apt w/patio in New Town;87433120;Katrina;;New Town West;55.95595;-3.20632;Entire home/apt;133;2;187;29/08/2022;2.52;1;336;12;
14315025;Modern Bright Airy Comfortable 2bed Flat;45097903;Keith;;Inverleith, Goldenacre and Warriston;55.9722;-3.19902;Entire home/apt;134;2;25;10/09/2022;0.34;1;4;16;
14319325;Room to rent;37323961;Barbara;;Murrayburn and Wester Hailes North;55.91658;-3.2802;Private room;17;10;11;28/05/2017;0.15;1;23;0;
14327743;Montgomery Apartments - Stevensons;87678587;Taimur;;Stenhouse and Saughton Mains;55.93164;-3.26199;Entire home/apt;242;3;10;28/02/2022;0.21;4;347;5;
14327781;Prestigious property in the heart of the New Town;87679621;Cara;;New Town West;55.95446;-3.20334;Entire home/apt;496;3;68;04/09/2022;0.96;1;285;16;
14330093;Bright double room in Leith. close to city centre;24782377;Penny;;Leith (Hermitage and Prospect Bank);55.96426;-3.16204;Private room;33;1;89;10/09/2022;1.2;1;16;46;
14336136;Four poster bed room;64813455;Alan;;Bonnington;55.97048;-3.1843;Private room;85;4;11;29/10/2021;0.15;1;365;1;
14338630;Cosy. modern and bright double bedroom in New Town;11201335;Deniss;;New Town East and Gayfield;55.9604;-3.18247;Private room;44;1;365;24/09/2020;4.91;1;0;0;
14338999;Double bedroom - modern. central flat with parking;4910317;Roxana;;Broughton South;55.96172232;-3.185202306;Private room;84;1;22;28/08/2022;0.3;1;0;17;
14345273;Edinburgh Heritage;10078285;Click And Rent Edinburgh;;Old Town, Princes Street and Leith Street;55.95721;-3.18588;Entire home/apt;150;2;280;29/08/2022;3.77;16;91;54;
14347915;Lovely double roombeautiful city centre location;87909849;Lesley;;Hillside and Calton Hill;55.95755;-3.1796;Private room;35;2;232;22/12/2021;3.14;1;0;20;
14348716;Central  lovely Entire flat with Old town view;87880708;Sangita;;Old Town, Princes Street and Leith Street;55.94738;-3.19436;Entire home/apt;207;1;171;10/09/2022;3.36;1;141;24;
14351645;Bright Comfortable Room with own ensuite;2466826;Suzie;;Hillside and Calton Hill;55.958;-3.18252;Private room;89;2;126;31/08/2022;1.7;2;35;28;
14353970;Cornerstone House. Sophisticated Gem in West End;9315430;Rob;;New Town West;55.95244;-3.21;Entire home/apt;259;2;305;29/08/2022;4.11;2;172;62;
14354240;High Street at the Heart of the Royal Mile;10078285;Click And Rent Edinburgh;;Old Town, Princes Street and Leith Street;55.95047;-3.18646;Entire home/apt;140;2;279;28/08/2022;3.77;16;87;48;
14357008;Impressive spacious apartment-10mins city centre;41730721;Abs;;Broughton South;55.96773;-3.18531;Entire home/apt;69;2;309;28/09/2020;4.17;1;0;0;
14364103;Cosy  Studio Apartment;21058006;Tracey;;Corstorphine North;55.9448;-3.29394;Entire home/apt;42;3;754;29/08/2022;10.18;1;22;115;
14369097;Double @Penthouse flat nr Sea. 25-30min to airport;15291055;Jose;;Granton West and Salvesen;55.97666;-3.25218;Private room;90;4;30;31/08/2022;0.4;3;78;5;
14370874;Central. quiet and perfect for visiting Edinburgh!;87893758;Deborah;;Bruntsfield;55.93848;-3.21587;Entire home/apt;62;2;141;12/09/2022;2.82;1;0;76;
14380939;Large and bright 2nd floor city centre apartment;20001318;Pauline;;New Town East and Gayfield;55.95901;-3.18495;Entire home/apt;423;2;145;29/08/2022;1.96;2;134;13;
14381516;Bright and Charming Apartment Next to Park & Canal;15233274;Lewis;;Polwarth;55.93877;-3.22247;Entire home/apt;56;2;229;24/08/2022;3.13;1;0;41;
14383630;Bright Kingsize +Bath. V Central yet Quiet!;88316468;Susie;;New Town East and Gayfield;55.95872;-3.18427;Private room;65;1;126;13/08/2022;1.7;1;0;1;
14394260;Bright & Spacious 4 bed Apartment;86512027;Stewart;;Broughton North and Powderhall;55.96297;-3.19224;Entire home/apt;255;2;148;24/08/2022;2;1;0;8;
14397282;ROYAL MILE RESIDENCE - 2 Bed 1 Bathroom Apartment;2711564;Harvey;;Old Town, Princes Street and Leith Street;55.94807053;-3.193588018;Entire home/apt;213;5;12;12/09/2022;0.17;11;192;9;
14401435;Central & Comfortable Double Room Private bathroom;88526157;Sarah;;Broughton South;55.96391;-3.18427;Private room;90;1;0;;;1;0;0;
14416091;Comfy 2 bedroom-5mins to Royal Mile-Wifi/Parking;87329183;Catherine;;Abbeyhill;55.95329;-3.16797;Entire home/apt;140;3;128;06/09/2022;1.74;1;15;7;
14416639;Spacious 2 bed apartment by the Meadows;2763039;Sara;;Meadows and Southside;55.94393;-3.19811;Entire home/apt;152;2;98;29/08/2022;1.34;1;1;25;
14418951;Large. comfortable. quiet room in central flat;84901317;James;;New Town East and Gayfield;55.96114;-3.19178;Private room;75;3;17;29/08/2022;0.26;1;6;6;
14424149;Single room @ Penthouse Flat with Free parking;15291055;Jose;;Granton West and Salvesen;55.97843;-3.25312;Private room;52;5;63;21/08/2022;0.86;3;79;14;
14431816;Large historic flat in the centre of Edinburgh;41358984;Jen;;Broughton South;55.96154;-3.19022;Private room;100;2;29;01/01/2020;0.39;1;149;0;
14433699;Dechmont House;65964668;Sheila & James;;East Craigs South;55.94189;-3.30676;Private room;65;1;230;30/08/2022;3.1;1;274;56;
14435406;COSY ROOM Only 20 min to City Centre!;34838576;Jing Jing;;Granton South and Wardieburn;55.97839;-3.22016;Private room;75;1;15;21/08/2022;0.2;2;0;10;
14435591;New Town apartment with double bed & sofabed;88858402;Julie;;Hillside and Calton Hill;55.95953;-3.18109;Entire home/apt;55;3;157;14/02/2022;2.13;1;0;7;
14440462;Traditional Georgian flat in New Town. sleeps 5;55146690;Miles;;New Town West;55.95606;-3.19372;Entire home/apt;196;2;246;04/09/2022;3.33;1;326;23;
14478043;V central double room private toilet & bathroom.;16675987;Rosanna;;New Town East and Gayfield;55.96048;-3.1922;Private room;65;1;17;01/09/2022;1.64;2;0;17;
14481860;Double room ((Central but quiet));80720675;Sabino;;Dalry and Fountainbridge;55.94272;-3.21728;Private room;41;2;38;29/08/2022;0.51;1;90;27;
14482610;Elegant New Town Apartment;84513622;Isla;;New Town West;55.95161;-3.21099;Entire home/apt;550;2;145;25/08/2022;1.96;2;99;25;
14484445;Stable Mews;89349259;Sarah And Joanna;;Deans Village;55.95035;-3.22034;Entire home/apt;99;3;73;13/09/2022;1.01;1;184;36;
14484938;Charming City Centre Mews House;84513622;Isla;;New Town West;55.95225;-3.20997;Entire home/apt;165;2;191;29/08/2022;2.59;2;84;54;
14493592;Large Double Room near Edinburgh City Centre;89466459;Anne;;Clermiston and Drumbrae;55.95746;-3.29884;Private room;37;3;27;12/12/2021;0.42;2;0;5;
14494607;Spacious Double Room near City Centre+free parking;32782171;Sean;;Corstorphine South;55.93374;-3.29154;Private room;69;1;30;31/05/2022;0.41;1;249;10;
14499828;Roof Terrace. Secure Parking. Quiet Neighbourhood;35312272;Lisa;;Gorgie West;55.93547;-3.23659;Entire home/apt;84;1;182;26/10/2019;2.49;1;0;0;
14527169;Heart of Edinburgh beautiful apartment;28325229;John;;Deans Village;55.95273;-3.20337;Entire home/apt;249;2;47;30/08/2022;0.64;1;135;35;
14529645;Edinburgh.Double Room.Private Shower.Breakfast;89831011;Paul;;Duddingston and Portobello South;55.94917;-3.1225;Private room;70;2;16;27/08/2018;0.26;1;0;0;
14530456;Bruntsfield Flat;46369474;Sean;;Bruntsfield;55.93721;-3.20746;Private room;73;1;18;10/09/2022;0.24;1;73;1;
14532428;⭐amazing apartments: Annandale St - free parking⭐;89866174;David;;Broughton South;55.9609;-3.18492;Entire home/apt;114;2;62;22/08/2022;0.84;14;55;16;
14534516;Marvellous Marchmont;89875060;Julia;;Marchmont West;55.93678;-3.19588;Private room;50;2;111;05/09/2022;1.5;1;1;13;
14572269;Private room in Edinburgh.;34573612;Carlly;;Gorgie East;55.94069087;-3.22612689;Private room;126;2;4;22/08/2022;3.24;1;363;4;
14580926;Newly renovated Morningside apartment. sleeps 4;10319603;Siri;;Merchiston and Greenhill;55.93139;-3.20877;Entire home/apt;166;2;49;05/08/2022;0.66;1;0;3;
14634595;Edinburgh Trendy Shore (Single Room);18589596;Dorota;;The Shore and Constitution Street;55.977463;-3.165522;Private room;36;2;39;22/08/2022;0.68;2;41;32;
14646404;Montgomery House - Homestay Double Room;87678587;Taimur;;Corstorphine South;55.93405;-3.28965;Private room;280;2;6;16/04/2017;0.09;4;0;0;
14665653;Stunning 3 Double Bedroom Flat in Edinburgh;11752950;Fiona;;Pilrig;55.96405;-3.17755;Entire home/apt;213;1;277;29/08/2022;4.72;1;32;84;
14685199;A lovely modern semidetached house (ENTIRE PLACE:);90000468;Jadwiga & Vitalijs;;Granton West and Salvesen;55.97492;-3.25105;Entire home/apt;120;5;8;02/06/2021;0.11;2;0;0;
14686846;Comfortable double room. Murrayfield. Edinburgh;91288189;Sandra;;Balgreen and Roseburn;55.94265;-3.25036;Private room;37;1;81;12/09/2022;1.11;1;117;32;
14745083;Luxury new flat;609206;Melissa;;New Town West;55.95215;-3.21085;Entire home/apt;119;3;55;10/09/2022;0.76;2;280;17;
14755655;Comfy double room in nice clean house with garden.;39339948;Alistair;;Niddrie;55.93206;-3.12092;Private room;40;2;29;19/08/2022;0.42;2;317;3;
14768003;Appin Apartment;20394183;John-Paul;;Slateford and Chesser;55.92999;-3.24069;Entire home/apt;271;3;5;26/08/2022;0.07;2;365;4;
14794344;Beautiful apartment on Royal Mile - Dunbar's Close;92399406;Richard;;Canongate, Southside and Dumbiedykes;55.95196;-3.17844;Entire home/apt;114;2;297;03/09/2022;4.1;1;120;63;
14824074;Quiet comfortable room near Leith;60983516;Liam;;Great Junction Street;55.97005;-3.17673;Private room;45;2;85;10/09/2022;1.17;1;154;23;
14841606;City Centre Georgian Gem;82175872;Marsha;;Old Town, Princes Street and Leith Street;55.95351;-3.19904;Entire home/apt;124;4;62;26/08/2022;1.5;1;1;15;
14847373;Great Location! 2BD/2 Bath in Centre of Edinburgh;24582336;Iain;;Tollcross;55.94672;-3.20506;Entire home/apt;258;2;303;04/09/2022;4.17;1;288;43;
14890130;Luxury City Centre Four Bedroom Townhouse;93415511;Christine;;Deans Village;55.95298;-3.20548;Entire home/apt;380;2;88;22/08/2022;1.23;1;200;20;
14892102;Cozy city centre room;93437618;Jill;;Tollcross;55.94539;-3.19803;Private room;26;1;90;23/08/2022;1.25;1;3;7;
14908400;City centre - Old Town - Off Royal Mile Haven;93633215;Jazz & Silvia;;Canongate, Southside and Dumbiedykes;55.94842;-3.179;Entire home/apt;160;3;193;31/07/2022;2.65;1;96;28;
14909458;Minerva;93639439;Ethel;;Ratho, Ingliston and Gogar;55.94383;-3.31897;Private room;31;2;162;09/09/2022;2.22;1;291;35;
14910825;Lovely central flat with parking & ensuite;90495613;Tim;;Dalry and Fountainbridge;55.94281;-3.22207;Entire home/apt;120;2;86;29/08/2022;1.34;1;0;10;
14931167;(RmB) Double Bedroom Available in Leith;19446059;Paul;;Great Junction Street;55.9714;-3.17188;Private room;35;2;47;29/08/2022;0.65;9;171;5;
14988520;Newly Furnished Flat on Leith Walk. Sleeps 4!;94468922;Hocine;;Broughton South;55.96278;-3.18024;Entire home/apt;125;2;220;06/09/2022;3.17;1;136;60;
15040532;Double bedroom in Leith. breakfast included;33381444;Jane;;North Leith and Newhaven;55.97656;-3.18469;Private room;64;2;19;08/09/2022;0.38;1;274;4;
15048725;Amazing Apartment In Central Location >>BOOK NOW>>;78996721;Alexandra;;Meadows and Southside;55.94603;-3.18882;Entire home/apt;102;2;153;28/08/2022;2.18;1;2;1;
15054849;Edinburgh. Portobello. Sunnybeach;71156214;Hannah;;Duddingston and Portobello South;55.94934;-3.11892;Entire home/apt;110;2;13;09/08/2022;0.18;1;137;7;
15065071;Cosy & Bright 2BR *Free Parking*;14350819;Fiona-Pass The Keys;;Restalrig (Loganlea) and Craigentinny West;55.95995;-3.1471;Entire home/apt;173;2;80;07/08/2022;1.12;1;144;10;
15076397;Royal Mile Elegance - Old Town. Edinburgh (2 bed);63855917;Jason;;Old Town, Princes Street and Leith Street;55.94962;-3.19435;Entire home/apt;274;3;82;02/09/2022;1.14;8;40;35;
15078718;A modern. spacious 2 bedroom flat in West End;10345776;Ekaterina;;Craigleith, Orchard Brae and Crewe Toll;55.9537;-3.22417;Entire home/apt;225;3;16;27/07/2022;0.23;1;0;1;
15191443;Bright modern flat with easy access to the centre;42843927;Gillian;;Willowbrae and Duddingston Village;55.95244;-3.14622;Entire home/apt;120;3;66;01/08/2022;0.99;1;195;19;
15192467;Quiet traditional cottage in central location;96458431;Sinan;;Dalry and Fountainbridge;55.94492;-3.2112;Entire home/apt;102;3;233;05/09/2022;3.25;1;39;66;
15202504;Stylish room in the heart of Georgian Edinburgh;21913536;Julie;;Hillside and Calton Hill;55.95545;-3.177;Private room;65;2;157;10/08/2020;2.17;2;0;0;
15219922;MW Townhouse Guesthouse;1621514;Mo;;Newington and Dalkeith Road;55.93648;-3.17125;Private room;89;3;2;09/04/2017;0.03;5;210;0;
15231074;City Centre Contemporary New Town Flat;96415870;Dunpark;;New Town East and Gayfield;55.9576;-3.18979;Entire home/apt;240;1;29;29/08/2022;0.41;1;29;5;
15233667;ALTIDO Gorgeous 2-bed flat near Edinburgh Castle;93816117;Harry;;New Town West;55.95446;-3.20117;Entire home/apt;159;3;216;14/07/2022;2.97;1;342;1;
15243575;Elegant Apartment in Georgian Apartment Close to Princes St;15779496;Linda;;Deans Village;55.95326;-3.20744;Entire home/apt;152;2;338;08/09/2022;4.67;1;0;66;
15285864;The Wee Nook www.theweenookedinburgh.co.uk;18626689;Carly;;Canongate, Southside and Dumbiedykes;55.94651;-3.18505;Entire home/apt;120;2;253;27/08/2022;3.59;1;309;53;
15300286;Beautiful and comfortable garden flat in Edinburgh;42622177;Kasia And Jarek;;Hyvots and Gilmerton;55.90648;-3.13665;Entire home/apt;113;1;13;31/08/2022;5.82;1;270;13;
15323602;Comiston Road - Welcoming 2 Bedroom Apartment-Close to City Centre;87762710;Denise;;Morningside and Craighouse;55.92498;-3.21003;Entire home/apt;153;1;151;27/08/2022;2.13;35;4;21;
15333140;Luxury apartment in Edinburgh City Centre;29168700;Cyrus;;New Town West;55.95682709;-3.205555807;Entire home/apt;105;2;5;19/08/2018;0.07;3;0;0;
15336056;Main Door. City Centre. Apartment.;26798951;Anna;;Tollcross;55.94521;-3.20021;Entire home/apt;131;2;272;11/09/2022;3.83;1;272;79;
15336416;Central flat Edinburgh free parking.;97727074;Denise;;Leith (Hermitage and Prospect Bank);55.96765;-3.1595;Entire home/apt;85;3;14;14/09/2021;0.19;1;71;1;
